
当前城市: 扬州, 下一城市: 盘锦, 高铁费用: 599.22, 门票费: 35.00, 累计费用: 1338.74, 累计时间: 11.98, 景点: 文笔峰道家文化苑
当前城市: 佳木斯, 下一城市: 三明, 高铁费用: 1530.13, 门票费: 11.00, 累计费用: 6727.56, 累计时间: 68.17, 景点: 五岳寨风景区Wuyue Village
当前城市: 三明, 下一城市: 乌鲁木齐, 高铁费用: 1997.50, 门票费: 50.00, 累计费用: 8775.06, 累计时间: 81.77, 景点: 平顶山山顶公园Pingdingshan Peak Park
当前城市: 乌鲁木齐, 下一城市: 鄂尔多斯, 高铁费用: 1135.30, 门票费: 83.00, 累计费用: 9993.36, 累计时间: 91.58, 景点: 二郎山喇叭河风景区Laba River Park, Erlangshan National Park
当前城市: 鄂尔多斯, 下一城市: 延边, 高铁费用: 1010.98, 门票费: 498.00, 累计费用: 11502.34, 累计时间: 97.59, 景点: 华山西峰索道Huashan West Trail Road
当前城市: 延边, 下一城市: 东方, 高铁费用: 1973.81, 门票费: 6.00, 累计费用: 13482.15, 累计时间: 120.56, 景点: 微山岛景区Weishan Island Scenic Area
当前城市: 东方, 下一城市: 金华, 高铁费用: 943.44, 门票费: 42.80, 累计费用: 14468.39, 累计时间: 127.30, 景点: 凌霄岩Lingxiao Cave
当前城市: 金华, 下一城市: 临汾, 高铁费用: 653.26, 门票费: 35.00, 累计费用: 15156.65, 累计时间: 134.43, 景点: 凤凰谷景区Phoenix Valley Scenic Area
当前城市: 临汾, 下一城市: 抚顺, 高铁费用: 751.35, 门票费: 14.00, 累计费用: 15922.00, 累计时间: 141.10, 景点: 余荫山房Yuyin Hill House
当前城市: 齐齐哈尔, 下一城市: 渭南, 高铁费用: 1120.06, 门票费: 38.00, 累计费用: 1158.06, 累计时间: 18.22, 景点: 明月山花海原居樱花山谷Mingyue Mountain Flower Sea Original Residence Sakura Valley
当前城市: 渭南, 下一城市: 崇左, 高铁费用: 818.39, 门票费: 90.00, 累计费用: 2066.45, 累计时间: 28.27, 景点: 九莲山景区Jiulian Mountain Scenic Area
当前城市: 崇左, 下一城市: 文山, 高铁费用: 202.76, 门票费: 55.00, 累计费用: 2324.21, 累计时间: 32.90, 景点: 大鄣山卧龙谷Dazhang Mountain Wolong Valley
当前城市: 文山, 下一城市: 吕梁, 高铁费用: 1023.29, 门票费: 24.60, 累计费用: 3372.10, 累计时间: 50.58, 景点: 多河文化谷旅游区Duohe Culture Valley Tourist Area
当前城市: 吕梁, 下一城市: 漯河, 高铁费用: 305.46, 门票费: 30.00, 累计费用: 3707.56, 累计时间: 64.28, 景点: 宁津德百杂技蟋蟀谷
当前城市: 漯河, 下一城市: 泰安, 高铁费用: 243.62, 门票费: 70.00, 累计费用: 4021.18, 累计时间: 77.63, 景点: 大洪山风景名胜区Dahong Mountain Scenic Spot
当前城市: 泰安, 下一城市: 凉山, 高铁费用: 1005.01, 门票费: 35.00, 累计费用: 5061.20, 累计时间: 85.71, 景点: 临朐红叶小镇樱花谷
当前城市: 凉山, 下一城市: 遵义, 高铁费用: 275.44, 门票费: 30.00, 累计费用: 5366.64, 累计时间: 99.24, 景点: 天平山Tianpingshan
当前城市: 遵义, 下一城市: 神农架, 高铁费用: 344.94, 门票费: 180.00, 累计费用: 5891.58, 累计时间: 102.16, 景点: 大峡谷
当前城市: 神农架, 下一城市: 贵港, 高铁费用: 580.17, 门票费: 40.00, 累计费用: 6511.76, 累计时间: 109.88, 景点: 八公山风景区（国家地质公园）Bagong Mountain National Forest Park
当前城市: 威海, 下一城市: 昌吉, 高铁费用: 1797.51, 门票费: 16.00, 累计费用: 1813.51, 累计时间: 13.99, 景点: 九峰山风景区Jiufeng Mountain Scenic Area
当前城市: 昌吉, 下一城市: 黄山, 高铁费用: 1894.39, 门票费: 11.00, 累计费用: 3718.90, 累计时间: 25.51, 景点: 云山胜地Yunshan Wonderland
当前城市: 黄山, 下一城市: 汕尾, 高铁费用: 495.27, 门票费: 35.00, 累计费用: 4249.17, 累计时间: 100.26, 景点: 七仙岭温泉国家森林公园Qixianling (Seven Fairies Ridge) Hot Spring National Forest Park
当前城市: 济宁, 下一城市: 长沙, 高铁费用: 522.21, 门票费: 1.00, 累计费用: 523.21, 累计时间: 3.30, 景点: 庐山天桥Lushan Overpass
当前城市: 长沙, 下一城市: 安庆, 高铁费用: 285.18, 门票费: 68.00, 累计费用: 876.39, 累计时间: 7.89, 景点: 七娘山Qiniang Mountain
当前城市: 安庆, 下一城市: 双鸭山, 高铁费用: 1297.30, 门票费: 49.50, 累计费用: 2223.19, 累计时间: 18.59, 景点: 千佛崖Qianfo (Thousand Buddha) Cliff
当前城市: 双鸭山, 下一城市: 马鞍山, 高铁费用: 1198.25, 门票费: 40.00, 累计费用: 3461.44, 累计时间: 27.75, 景点: 云龙山Yunlong Mountain
当前城市: 马鞍山, 下一城市: 平顶山, 高铁费用: 331.38, 门票费: 82.50, 累计费用: 3875.32, 累计时间: 33.09, 景点: 宝峰湖景区Baofeng Lake Scenic Area
当前城市: 平顶山, 下一城市: 辽阳, 高铁费用: 726.89, 门票费: 188.00, 累计费用: 4790.21, 累计时间: 38.13, 景点: 坛子岭Tanziling Scenic Area
当前城市: 鹤壁, 下一城市: 宿迁, 高铁费用: 249.45, 门票费: 90.00, 累计费用: 339.45, 累计时间: 4.14, 景点: 会稽山兜率天景区
当前城市: 宿迁, 下一城市: 南充, 高铁费用: 717.02, 门票费: 50.00, 累计费用: 1106.47, 累计时间: 10.62, 景点: 东崖绝壁Dongya Cliff
当前城市: 南充, 下一城市: 威海, 高铁费用: 987.40, 门票费: 28.00, 累计费用: 2121.88, 累计时间: 28.10, 景点: 千山摩力香格里拉度假营地Qianshan Moli Shangri-La Campsite
当前城市: 威海, 下一城市: 庆阳, 高铁费用: 783.52, 门票费: 64.50, 累计费用: 2969.90, 累计时间: 34.96, 景点: 十里蓝山Ten Miles Blue Mountain
当前城市: 庆阳, 下一城市: 那曲, 高铁费用: 907.77, 门票费: 60.00, 累计费用: 3937.67, 累计时间: 52.00, 景点: 五华山旅游区Wuhuashan
当前城市: 那曲, 下一城市: 济南, 高铁费用: 1414.73, 门票费: 158.00, 累计费用: 5510.41, 累计时间: 61.86, 景点: 云峰山Clouds Peak Mountain
当前城市: 济南, 下一城市: 阿里, 高铁费用: 2033.25, 门票费: 45.00, 累计费用: 7588.65, 累计时间: 145.16, 景点: 九宫山Jiugong Mountains
当前城市: 昌吉, 下一城市: 五家渠, 高铁费用: 15.39, 门票费: 0.00, 累计费用: 15.39, 累计时间: 1.59, 景点: 中宁县双龙山石窟文物陈列馆Zhongningxian Shuang Long Shan Shiku Wenwu Exhibition Hall
当前城市: 五家渠, 下一城市: 林芝, 高铁费用: 1033.44, 门票费: 131.00, 累计费用: 1179.83, 累计时间: 9.83, 景点: 基诺山寨Keno cottage
当前城市: 林芝, 下一城市: 恩施, 高铁费用: 874.60, 门票费: 30.00, 累计费用: 2084.43, 累计时间: 19.69, 景点: 万绿谷Wanlugu Valley
当前城市: 恩施, 下一城市: 赣州, 高铁费用: 436.33, 门票费: 0.00, 累计费用: 2520.76, 累计时间: 48.51, 景点: 佳木斯市水源山公园Shuiyuanshan Park (North Gate)
当前城市: 赣州, 下一城市: 濮阳, 高铁费用: 659.17, 门票费: 0.00, 累计费用: 3179.93, 累计时间: 56.17, 景点: 宝界山林公园
当前城市: 濮阳, 下一城市: 开封, 高铁费用: 71.07, 门票费: 18.00, 累计费用: 3269.00, 累计时间: 59.07, 景点: 凤凰山景区恬庄古街Tianzhuang Ancient Street
当前城市: 开封, 下一城市: 台州, 高铁费用: 574.80, 门票费: 59.90, 累计费用: 3903.70, 累计时间: 74.26, 景点: 丫山风景区Mt. Ya Scenic Park
当前城市: 台州, 下一城市: 雅安, 高铁费用: 1073.27, 门票费: 178.00, 累计费用: 5154.97, 累计时间: 92.22, 景点: 岳麓山Yuelu Mountain
当前城市: 重庆, 下一城市: 周口, 高铁费用: 533.66, 门票费: 26.00, 累计费用: 559.66, 累计时间: 14.96, 景点: 仙台山Xiantai Mountain Scenic Area
当前城市: 周口, 下一城市: 三明, 高铁费用: 521.82, 门票费: 11.00, 累计费用: 1092.48, 累计时间: 29.86, 景点: 五岳寨风景区Wuyue Village
当前城市: 三明, 下一城市: 临沂, 高铁费用: 593.63, 门票费: 24.50, 累计费用: 1710.61, 累计时间: 34.66, 景点: 文峰塔Wenfeng Tower
当前城市: 临沂, 下一城市: 百色, 高铁费用: 1009.92, 门票费: 160.00, 累计费用: 2880.53, 累计时间: 41.02, 景点: 仙峰寺Xianfeng Temple
当前城市: 百色, 下一城市: 铁门关, 高铁费用: 1667.14, 门票费: 59.90, 累计费用: 4607.58, 累计时间: 62.28, 景点: 千山Qianshan (Qian Mountains) National Park
当前城市: 铁门关, 下一城市: 龙岩, 高铁费用: 2054.46, 门票费: 29.90, 累计费用: 6691.94, 累计时间: 145.70, 景点: 塔山旅游风景区Tashan Tourism Scenic Area
当前城市: 宜春, 下一城市: 泸州, 高铁费用: 531.19, 门票费: 42.00, 累计费用: 573.19, 累计时间: 6.45, 景点: 东山风动石景区Dongshan  Fengdong Rock Scenic Area
当前城市: 泸州, 下一城市: 金华, 高铁费用: 828.71, 门票费: 42.80, 累计费用: 1444.69, 累计时间: 12.55, 景点: 凌霄岩Lingxiao Cave
当前城市: 金华, 下一城市: 那曲, 高铁费用: 1591.06, 门票费: 60.00, 累计费用: 3095.75, 累计时间: 33.39, 景点: 五华山旅游区Wuhuashan
当前城市: 呼和浩特, 下一城市: 扬州, 高铁费用: 696.64, 门票费: 138.00, 累计费用: 834.64, 累计时间: 6.37, 景点: 中山纪念堂Sun Yat-Sen Memorial
当前城市: 扬州, 下一城市: 曲靖, 高铁费用: 1019.62, 门票费: 50.00, 累计费用: 1904.26, 累计时间: 13.53, 景点: 寺山国家森林公园Sishan National Forest Park
当前城市: 曲靖, 下一城市: 三明, 高铁费用: 830.62, 门票费: 11.00, 累计费用: 2745.88, 累计时间: 30.15, 景点: 五岳寨风景区Wuyue Village
当前城市: 三明, 下一城市: 广州, 高铁费用: 334.92, 门票费: 30.00, 累计费用: 3110.80, 累计时间: 35.01, 景点: 二酉山Eryoushan
当前城市: 广州, 下一城市: 菏泽, 高铁费用: 817.24, 门票费: 55.00, 累计费用: 3983.04, 累计时间: 44.05, 景点: 关山草原Guanshan Grasslands
当前城市: 菏泽, 下一城市: 海口, 高铁费用: 1059.12, 门票费: 80.00, 累计费用: 5122.16, 累计时间: 59.93, 景点: 云丘山旅游风景区
当前城市: 海口, 下一城市: 深圳, 高铁费用: 291.94, 门票费: 9.00, 累计费用: 5423.11, 累计时间: 63.06, 景点: 小鱼山公园Xiaoyushan Park
当前城市: 深圳, 下一城市: 自贡, 高铁费用: 717.26, 门票费: 59.00, 累计费用: 6199.36, 累计时间: 69.54, 景点: 南华山神凤文化景区Nanhuashanshenfengwenhua Sceneic Area
当前城市: 自贡, 下一城市: 抚顺, 高铁费用: 1330.11, 门票费: 14.00, 累计费用: 7543.47, 累计时间: 79.43, 景点: 余荫山房Yuyin Hill House
当前城市: 抚顺, 下一城市: 五指山, 高铁费用: 1746.08, 门票费: 2.00, 累计费用: 9291.55, 累计时间: 91.63, 景点: 普陀山西天景区The Western Heaven Scenic District of Mount Putuo
当前城市: 五指山, 下一城市: 凉山, 高铁费用: 752.59, 门票费: 35.00, 累计费用: 10079.14, 累计时间: 98.31, 景点: 临朐红叶小镇樱花谷
当前城市: 凉山, 下一城市: 益阳, 高铁费用: 594.80, 门票费: 64.00, 累计费用: 10737.94, 累计时间: 104.12, 景点: 岐山周公庙景区Zhou Gong Temple
当前城市: 益阳, 下一城市: 晋城, 高铁费用: 462.57, 门票费: 80.00, 累计费用: 11280.51, 累计时间: 110.19, 景点: 三皇寨Sanhuang Village
当前城市: 石嘴山, 下一城市: 琼中, 高铁费用: 1347.92, 门票费: 46.00, 累计费用: 1393.92, 累计时间: 79.49, 景点: 新丰江国家森林公园桂山风景区Guishan
当前城市: 琼中, 下一城市: 白山, 高铁费用: 1794.01, 门票费: 0.50, 累计费用: 3188.43, 累计时间: 90.96, 景点: 南溪山景区Nanxi Mountain Scenic Area
当前城市: 白山, 下一城市: 眉山, 高铁费用: 1447.84, 门票费: 10.00, 累计费用: 4646.27, 累计时间: 102.00, 景点: 仿山墓群
当前城市: 眉山, 下一城市: 铁门关, 高铁费用: 1252.41, 门票费: 59.90, 累计费用: 5958.58, 累计时间: 120.96, 景点: 千山Qianshan (Qian Mountains) National Park
当前城市: 铁门关, 下一城市: 茂名, 高铁费用: 1951.60, 门票费: 70.00, 累计费用: 7980.17, 累计时间: 143.80, 景点: 函谷关历史文化旅游区Hangu Pass Historical and Cultural Tourism Zone
当前城市: 茂名, 下一城市: 河池, 高铁费用: 266.91, 门票费: 38.00, 累计费用: 8285.08, 累计时间: 147.78, 景点: 吐鲁番火焰山大景区Turpan Flame Mountain Scenic Area
当前城市: 来宾, 下一城市: 贵港, 高铁费用: 49.19, 门票费: 40.00, 累计费用: 89.19, 累计时间: 4.77, 景点: 八公山风景区（国家地质公园）Bagong Mountain National Forest Park
当前城市: 贵港, 下一城市: 临汾, 高铁费用: 873.59, 门票费: 35.00, 累计费用: 997.78, 累计时间: 13.13, 景点: 凤凰谷景区Phoenix Valley Scenic Area
当前城市: 临汾, 下一城市: 武汉, 高铁费用: 398.07, 门票费: 148.00, 累计费用: 1543.85, 累计时间: 17.34, 景点: 山江苗寨Shanjiang Miao Village
当前城市: 武汉, 下一城市: 六安, 高铁费用: 147.68, 门票费: 9.00, 累计费用: 1700.53, 累计时间: 90.16, 景点: 南岭国家森林公园Nanling National Forest Park
当前城市: 六安, 下一城市: 廊坊, 高铁费用: 520.74, 门票费: 84.00, 累计费用: 2305.26, 累计时间: 96.05, 景点: 地下大峡谷Underground Great Canyon
当前城市: 廊坊, 下一城市: 昌江, 高铁费用: 1422.97, 门票费: 10.00, 累计费用: 3738.24, 累计时间: 105.46, 景点: 信号山公园Signal Hill Park
当前城市: 济宁, 下一城市: 泸州, 高铁费用: 765.12, 门票费: 42.00, 累计费用: 807.12, 累计时间: 7.75, 景点: 东山风动石景区Dongshan  Fengdong Rock Scenic Area
当前城市: 泸州, 下一城市: 宝鸡, 高铁费用: 380.26, 门票费: 89.00, 累计费用: 1276.38, 累计时间: 14.86, 景点: 九如山休闲旅游度假风景区Jiuru Mountain Waterfall Scenic Area
当前城市: 宝鸡, 下一城市: 渭南, 高铁费用: 125.36, 门票费: 38.00, 累计费用: 1439.74, 累计时间: 27.56, 景点: 明月山花海原居樱花山谷Mingyue Mountain Flower Sea Original Residence Sakura Valley
当前城市: 渭南, 下一城市: 莱芜, 高铁费用: 458.74, 门票费: 38.80, 累计费用: 1937.29, 累计时间: 33.61, 景点: 巍宝山Weibao Mountain
当前城市: 莱芜, 下一城市: 晋中, 高铁费用: 280.34, 门票费: 1.00, 累计费用: 2218.62, 累计时间: 107.17, 景点: 摩天岭Motianling Mountain
当前城市: 晋中, 下一城市: 通辽, 高铁费用: 623.04, 门票费: 26.00, 累计费用: 2867.67, 累计时间: 113.13, 景点: 日照文山茶博园
当前城市: 通辽, 下一城市: 鄂州, 高铁费用: 966.27, 门票费: 40.00, 累计费用: 3873.94, 累计时间: 122.50, 景点: 八公山国家森林公园
当前城市: 鄂州, 下一城市: 儋州, 高铁费用: 793.10, 门票费: 110.00, 累计费用: 4777.04, 累计时间: 130.90, 景点: 万峰林景区Wanfenglin (“Ten-Thousand Peak Forest”)
当前城市: 儋州, 下一城市: 中山, 高铁费用: 310.32, 门票费: 50.00, 累计费用: 5137.36, 累计时间: 134.63, 景点: 中山詹园Zhongshan Mansion Garden
当前城市: 中山, 下一城市: 辽阳, 高铁费用: 1366.21, 门票费: 188.00, 累计费用: 6691.57, 累计时间: 143.22, 景点: 坛子岭Tanziling Scenic Area
当前城市: 红河, 下一城市: 白城, 高铁费用: 1819.23, 门票费: 34.00, 累计费用: 1853.23, 累计时间: 13.11, 景点: 乌兰木图山风景区Wulanmutu Mountain Sceneic Area
当前城市: 白城, 下一城市: 黔西南, 高铁费用: 1673.24, 门票费: 80.00, 累计费用: 3606.46, 累计时间: 26.90, 景点: 大别山主峰景区白马尖Baimajian in the Main Scenic Area of Dabie Mountain
当前城市: 黔西南, 下一城市: 克拉玛依, 高铁费用: 1737.74, 门票费: 30.00, 累计费用: 5374.21, 累计时间: 40.06, 景点: 敬亭山Jingting Mountain
当前城市: 克拉玛依, 下一城市: 赤峰, 高铁费用: 1636.42, 门票费: 7.00, 累计费用: 7017.63, 累计时间: 51.65, 景点: 古城岩Guchengyan
当前城市: 赤峰, 下一城市: 重庆, 高铁费用: 1075.44, 门票费: 38.70, 累计费用: 8131.77, 累计时间: 69.62, 景点: 岭祖大峡谷Lingzu Grand Canyon
当前城市: 重庆, 下一城市: 鸡西, 高铁费用: 1654.27, 门票费: 66.00, 累计费用: 9852.04, 累计时间: 81.31, 景点: 捺山地质公园Nashan Geological Park
当前城市: 鸡西, 下一城市: 乌鲁木齐, 高铁费用: 2038.14, 门票费: 50.00, 累计费用: 11940.18, 累计时间: 95.14, 景点: 平顶山山顶公园Pingdingshan Peak Park
当前城市: 乌鲁木齐, 下一城市: 拉萨, 高铁费用: 963.97, 门票费: 20.00, 累计费用: 12924.15, 累计时间: 102.99, 景点: 位山黄河公园
当前城市: 拉萨, 下一城市: 钦州, 高铁费用: 1168.38, 门票费: 7.00, 累计费用: 14099.54, 累计时间: 111.98, 景点: 大同火山群国家地质公园Datong Volcanic Group
当前城市: 钦州, 下一城市: 惠州, 高铁费用: 362.92, 门票费: 20.00, 累计费用: 14482.46, 累计时间: 126.00, 景点: 三明九阜山Jiufu Mountain
当前城市: 惠州, 下一城市: 达州, 高铁费用: 679.36, 门票费: 72.00, 累计费用: 15233.82, 累计时间: 131.77, 景点: 徐凫岩步云谷旅游度假区Xufuyan
当前城市: 达州, 下一城市: 清远, 高铁费用: 598.64, 门票费: 168.00, 累计费用: 16000.46, 累计时间: 147.10, 景点: 五尖山国家森林公园Wujianshanguojia Forest Park
当前城市: 运城, 下一城市: 阿勒泰, 高铁费用: 1419.18, 门票费: 45.00, 累计费用: 1464.18, 累计时间: 8.88, 景点: 卢崖瀑布风景区Luya Waterfall
当前城市: 阿勒泰, 下一城市: 三明, 高铁费用: 2107.84, 门票费: 11.00, 累计费用: 3583.02, 累计时间: 32.59, 景点: 五岳寨风景区Wuyue Village
当前城市: 三明, 下一城市: 长治, 高铁费用: 712.34, 门票费: 10.00, 累计费用: 4305.36, 累计时间: 108.55, 景点: 岩泉风景区Yanquan Scenic Area (Northeast Gate)
当前城市: 长治, 下一城市: 鹤岗, 高铁费用: 1128.90, 门票费: 110.00, 累计费用: 5544.26, 累计时间: 117.32, 景点: 崆山白云洞White Cloud Cave of Mount Kong
当前城市: 鹤岗, 下一城市: 濮阳, 高铁费用: 1086.32, 门票费: 0.00, 累计费用: 6630.58, 累计时间: 127.36, 景点: 宝界山林公园
当前城市: 濮阳, 下一城市: 安阳, 高铁费用: 40.95, 门票费: 65.00, 累计费用: 6736.53, 累计时间: 139.59, 景点: 天河山Tianhe Mountain
当前城市: 张家口, 下一城市: 漳州, 高铁费用: 1098.88, 门票费: 26.90, 累计费用: 1125.78, 累计时间: 9.10, 景点: 天梯山景区Tianti Mountain Scenic Area
当前城市: 漳州, 下一城市: 舟山, 高铁费用: 452.34, 门票费: 9.00, 累计费用: 1587.12, 累计时间: 14.12, 景点: 天山野生动物园Tianshan Mountain Wildlife Park
当前城市: 舟山, 下一城市: 合肥, 高铁费用: 304.10, 门票费: 44.00, 累计费用: 1935.22, 累计时间: 18.31, 景点: 慕士塔格峰-喀拉库勒湖景区Karakul Lake
当前城市: 酒泉, 下一城市: 嘉峪关, 高铁费用: 10.88, 门票费: 6.00, 累计费用: 16.88, 累计时间: 4.06, 景点: 三百山景区Sanbaishan Mountain Scenic Area
当前城市: 嘉峪关, 下一城市: 珠海, 高铁费用: 1453.95, 门票费: 85.00, 累计费用: 1555.82, 累计时间: 14.64, 景点: 丰都鬼城名山景区Fengdu Ghost City
当前城市: 珠海, 下一城市: 保定, 高铁费用: 1111.48, 门票费: 6.00, 累计费用: 2673.31, 累计时间: 23.31, 景点: 佛山祖庙Foshan Ancestral Temple
当前城市: 保定, 下一城市: 黔南, 高铁费用: 950.98, 门票费: 25.00, 累计费用: 3649.29, 累计时间: 32.60, 景点: 宝锭山风景区Ingot Mountain Scenic Area
当前城市: 黔南, 下一城市: 昌吉, 高铁费用: 1609.53, 门票费: 16.00, 累计费用: 5274.82, 累计时间: 45.54, 景点: 九峰山风景区Jiufeng Mountain Scenic Area
当前城市: 安庆, 下一城市: 河池, 高铁费用: 658.38, 门票费: 38.00, 累计费用: 696.38, 累计时间: 6.16, 景点: 吐鲁番火焰山大景区Turpan Flame Mountain Scenic Area
当前城市: 河池, 下一城市: 温州, 高铁费用: 785.21, 门票费: 48.00, 累计费用: 1529.59, 累计时间: 13.52, 景点: 山塘街Shantang Street
当前城市: 温州, 下一城市: 巢湖, 高铁费用: 292.15, 门票费: 48.00, 累计费用: 1869.74, 累计时间: 87.14, 景点: 天脊山自然风景区Tianji Mountain Scenic Area
当前城市: 巢湖, 下一城市: 丽水, 高铁费用: 241.49, 门票费: 55.00, 累计费用: 2166.22, 累计时间: 90.98, 景点: 文公山Wengong Mountain
当前城市: 丽水, 下一城市: 益阳, 高铁费用: 443.61, 门票费: 64.00, 累计费用: 2673.84, 累计时间: 95.95, 景点: 岐山周公庙景区Zhou Gong Temple
当前城市: 益阳, 下一城市: 舟山, 高铁费用: 575.37, 门票费: 9.00, 累计费用: 3258.21, 累计时间: 101.65, 景点: 天山野生动物园Tianshan Mountain Wildlife Park
当前城市: 舟山, 下一城市: 雅安, 高铁费用: 1101.94, 门票费: 178.00, 累计费用: 4538.15, 累计时间: 119.77, 景点: 岳麓山Yuelu Mountain
当前城市: 雅安, 下一城市: 襄阳, 高铁费用: 539.18, 门票费: 1.00, 累计费用: 5078.33, 累计时间: 126.26, 景点: 五莲山风景区Wulian Mountain Scenic Spot
当前城市: 襄阳, 下一城市: 保亭, 高铁费用: 904.67, 门票费: 30.00, 累计费用: 6012.99, 累计时间: 143.29, 景点: 九峰山Jiufeng Mountain
当前城市: 鹰潭, 下一城市: 菏泽, 高铁费用: 475.52, 门票费: 55.00, 累计费用: 530.52, 累计时间: 7.14, 景点: 关山草原Guanshan Grasslands
当前城市: 菏泽, 下一城市: 南京, 高铁费用: 281.52, 门票费: 35.00, 累计费用: 847.04, 累计时间: 11.21, 景点: 文笔峰Wenbi Peak
当前城市: 南京, 下一城市: 防城港, 高铁费用: 933.09, 门票费: 6.00, 累计费用: 1786.14, 累计时间: 124.39, 景点: 微山湖旅游区Weishan Lake
当前城市: 防城港, 下一城市: 九江, 高铁费用: 709.01, 门票费: 0.00, 累计费用: 2495.15, 累计时间: 133.33, 景点: 妖魔山
当前城市: 吴忠, 下一城市: 博尔塔拉, 高铁费用: 1286.51, 门票费: 128.00, 累计费用: 1414.51, 累计时间: 8.65, 景点: 九丈崖Jiuzhang Cliff
当前城市: 博尔塔拉, 下一城市: 通辽, 高铁费用: 1901.20, 门票费: 26.00, 累计费用: 3341.71, 累计时间: 21.71, 景点: 日照文山茶博园
当前城市: 通辽, 下一城市: 图木舒克, 高铁费用: 2138.65, 门票费: 118.00, 累计费用: 5598.36, 累计时间: 36.09, 景点: 平山湖大峡谷Pingshan Lake Grand Canyon
当前城市: 图木舒克, 下一城市: 长白山, 高铁费用: 2439.25, 门票费: 68.00, 累计费用: 8105.61, 累计时间: 61.64, 景点: 天堂寨风景区Tiantangzhai (“Heaven Village”) Scenic Area
当前城市: 长白山, 下一城市: 呼和浩特, 高铁费用: 819.63, 门票费: 49.00, 累计费用: 8974.24, 累计时间: 71.20, 景点: 三峡南津关大峡谷Nanjinguanda Canyon Sceneic Area
当前城市: 可克达拉, 下一城市: 抚顺, 高铁费用: 2078.34, 门票费: 14.00, 累计费用: 2092.34, 累计时间: 14.05, 景点: 余荫山房Yuyin Hill House
当前城市: 抚顺, 下一城市: 晋城, 高铁费用: 718.04, 门票费: 80.00, 累计费用: 2890.39, 累计时间: 21.54, 景点: 三皇寨Sanhuang Village
当前城市: 晋城, 下一城市: 武威, 高铁费用: 571.21, 门票费: 8.00, 累计费用: 3469.60, 累计时间: 25.71, 景点: 大雁山Dayan Mountain
当前城市: 武威, 下一城市: 宜昌, 高铁费用: 678.73, 门票费: 2.00, 累计费用: 4150.33, 累计时间: 31.98, 景点: 仙山湖风景区Xianshan Lake Scenic Area
当前城市: 宜昌, 下一城市: 恩施, 高铁费用: 106.90, 门票费: 30.00, 累计费用: 4287.22, 累计时间: 37.57, 景点: 万绿谷Wanlugu Valley
当前城市: 恩施, 下一城市: 西安, 高铁费用: 273.25, 门票费: 139.00, 累计费用: 4699.48, 累计时间: 41.59, 景点: 博山开元溶洞Kaiyuan Karst Cave in Boshan
当前城市: 通辽, 下一城市: 随州, 高铁费用: 923.96, 门票费: 0.00, 累计费用: 923.96, 累计时间: 17.13, 景点: 大木山茶园景区Damu Mountain Tea Garden scenic spot
当前城市: 随州, 下一城市: 滁州, 高铁费用: 282.56, 门票费: 30.00, 累计费用: 1236.52, 累计时间: 90.70, 景点: 僖山景区
当前城市: 滁州, 下一城市: 广元, 高铁费用: 702.73, 门票费: 50.00, 累计费用: 1989.25, 累计时间: 97.11, 景点: 吐峪沟大峡谷Tuyugou Grand Canyon
当前城市: 广元, 下一城市: 玉林, 高铁费用: 700.73, 门票费: 55.00, 累计费用: 2744.98, 累计时间: 104.50, 景点: 广西龙虎山风景区Longhushan Nature Reserve
当前城市: 玉林, 下一城市: 保定, 高铁费用: 1121.75, 门票费: 6.00, 累计费用: 3872.72, 累计时间: 113.23, 景点: 佛山祖庙Foshan Ancestral Temple
当前城市: 石家庄, 下一城市: 哈密, 高铁费用: 1109.68, 门票费: 160.00, 累计费用: 1269.68, 累计时间: 6.91, 景点: 吐鲁克岩画Tuluke Rock Paintings
当前城市: 哈密, 下一城市: 鄂尔多斯, 高铁费用: 842.51, 门票费: 83.00, 累计费用: 2195.19, 累计时间: 15.10, 景点: 二郎山喇叭河风景区Laba River Park, Erlangshan National Park
当前城市: 鄂尔多斯, 下一城市: 伊春, 高铁费用: 1063.22, 门票费: 0.00, 累计费用: 3258.41, 累计时间: 23.50, 景点: 大黑山国家森林公园Daheishan Forest Park
当前城市: 伊春, 下一城市: 威海, 高铁费用: 756.72, 门票费: 28.00, 累计费用: 4043.12, 累计时间: 39.71, 景点: 千山摩力香格里拉度假营地Qianshan Moli Shangri-La Campsite
当前城市: 威海, 下一城市: 四平, 高铁费用: 394.09, 门票费: 6.00, 累计费用: 4443.21, 累计时间: 45.40, 景点: 方山Fang Mountain
当前城市: 四平, 下一城市: 十堰, 高铁费用: 999.15, 门票费: 40.00, 累计费用: 5482.36, 累计时间: 122.95, 景点: 帽儿山Maoer Mountain
当前城市: 十堰, 下一城市: 呼和浩特, 高铁费用: 550.30, 门票费: 49.00, 累计费用: 6081.67, 累计时间: 131.00, 景点: 三峡南津关大峡谷Nanjinguanda Canyon Sceneic Area
当前城市: 呼和浩特, 下一城市: 衢州, 高铁费用: 884.12, 门票费: 45.00, 累计费用: 7010.78, 累计时间: 138.92, 景点: 大奇山国家森林公园Daqishan National Forest Park
当前城市: 衢州, 下一城市: 忻州, 高铁费用: 718.09, 门票费: 10.00, 累计费用: 7738.87, 累计时间: 147.90, 景点: 中雁荡山Mid Yandang Mountain
